,Path,Real Class Name,Predicted Class Name,Predicted Class Number
96,imagenetv2-matched-frequency-format-val/559/c4b7baa05d95e5aa68ee11920876ed89ed3ff28e.jpeg,folding_chair,jeep,609
97,imagenetv2-matched-frequency-format-val/559/5fbccb609baccbc2218b7abf7e76bea23715e28f.jpeg,folding_chair,crutch,523
98,imagenetv2-matched-frequency-format-val/131/e7a71d5edd319be8fa5c4219b213c41268df50c6.jpeg,little_blue_heron,bustard,138
99,imagenetv2-matched-frequency-format-val/681/49c3017abd956c2a93fd66839117396a4e1ddd21.jpeg,notebook,desktop_computer,527
100,imagenetv2-matched-frequency-format-val/681/7ac0772125a071739b33986e16d1635c69acdf6b.jpeg,notebook,laptop,620
101,imagenetv2-matched-frequency-format-val/681/1ea85c6f83593f6031bf45bf780148aa9ddba33d.jpeg,notebook,screen,782
102,imagenetv2-matched-frequency-format-val/681/f4eca0b1159ab30b53005ff2712bb53677ebc754.jpeg,notebook,abaya,399
103,imagenetv2-matched-frequency-format-val/681/49e0851783c4b08b6bd520ddbb23b0328f4a0ab4.jpeg,notebook,space_bar,810
104,imagenetv2-matched-frequency-format-val/902/532d03b9458154fb5bf4a44a360e9190dc93d019.jpeg,whistle,maze,646
105,imagenetv2-matched-frequency-format-val/902/1685cfd840bca4ff54b89dd847a0514bb4702405.jpeg,whistle,hook,600
106,imagenetv2-matched-frequency-format-val/902/845f8ed80f0de6fcf8bea248e9fb6c8ec5cf4c31.jpeg,whistle,necklace,679
107,imagenetv2-matched-frequency-format-val/902/7b3600aaa0b25126229ec11c1c3106c4926d6d6f.jpeg,whistle,iPod,605
108,imagenetv2-matched-frequency-format-val/902/57936fc48c38d86503b3a3e61effb0a6f07590eb.jpeg,whistle,plunger,731
109,imagenetv2-matched-frequency-format-val/953/624372abc51ffff7584923f74a59580fd084ca88.jpeg,pineapple,bikini,445
110,imagenetv2-matched-frequency-format-val/953/60790c44bdfbea599f703f5f5d87e16cce31eaed.jpeg,pineapple,hotdog,934
111,imagenetv2-matched-frequency-format-val/911/84328e683ec349935926bbac64fb4b48f0e74f17.jpeg,wool,doormat,539
112,imagenetv2-matched-frequency-format-val/911/ed0d1697ab0441d640e81281e1bc482e22fd32d2.jpeg,wool,spindle,816
113,imagenetv2-matched-frequency-format-val/911/4ad7280dbd676f1fbf07c363140243868f854de8.jpeg,wool,grocery_store,582
114,imagenetv2-matched-frequency-format-val/911/63629218c0841c149a71d1e126326145e4d65b6f.jpeg,wool,cardigan,474
115,imagenetv2-matched-frequency-format-val/911/76b027d4417d7064716db647aa0e1a44241d8279.jpeg,wool,bonnet,452
116,imagenetv2-matched-frequency-format-val/911/52bb9979dde1bc069ebfd5aa6e725f6ffd2934f7.jpeg,wool,sarong,775
117,imagenetv2-matched-frequency-format-val/911/0356f4f8a046a6a17f1c3d469c076746ac34914e.jpeg,wool,tench,0
118,imagenetv2-matched-frequency-format-val/911/7434101b0257f491686f6bd595df318929fd971f.jpeg,wool,stole,824
119,imagenetv2-matched-frequency-format-val/911/c8efdf154bf05c57723ab29770d9c07b128f2f99.jpeg,wool,Christmas_stocking,496
120,imagenetv2-matched-frequency-format-val/911/7ab7f7c0327c38b07780b005c5946a149a62d007.jpeg,wool,abaya,399
121,imagenetv2-matched-frequency-format-val/505/03c29d6b6146eec1f381c66848d244b8c7800c09.jpeg,coffeepot,water_jug,899
122,imagenetv2-matched-frequency-format-val/505/1d9cf4cc2df5d8dece3122ede2b3de6e9823645e.jpeg,coffeepot,teapot,849
123,imagenetv2-matched-frequency-format-val/505/840ee3a2157259cc0b2a4e081565561929188efd.jpeg,coffeepot,measuring_cup,647
124,imagenetv2-matched-frequency-format-val/505/3a44295f33a838311bf216443d0ba55da6157e53.jpeg,coffeepot,perfume,711
125,imagenetv2-matched-frequency-format-val/505/c45b2aaeaae71fbc1e3a45652098ca924349c296.jpeg,coffeepot,measuring_cup,647
126,imagenetv2-matched-frequency-format-val/505/670589f4a5b5fafc1a935565a346ddab75b5656b.jpeg,coffeepot,teapot,849
127,imagenetv2-matched-frequency-format-val/619/1cb379423490ca378b1c0c8d3d29a76deed81c35.jpeg,lampshade,table_lamp,846
128,imagenetv2-matched-frequency-format-val/619/ceea039ee2c6af0cd84c5fa0e6c9105e120f33f1.jpeg,lampshade,table_lamp,846
129,imagenetv2-matched-frequency-format-val/619/845c333f22a1f7cc28c16d1cfaece8b7632adf00.jpeg,lampshade,honeycomb,599
130,imagenetv2-matched-frequency-format-val/619/6846e365025052f9325008571f7309ddd752160d.jpeg,lampshade,power_drill,740
131,imagenetv2-matched-frequency-format-val/619/4a536901ce8d025a5ab10e5ff95350bcb881a909.jpeg,lampshade,candle,470
132,imagenetv2-matched-frequency-format-val/743/8fdf2f652343016ec6dcfda999c946add39f6241.jpeg,prison,fire_screen,556
133,imagenetv2-matched-frequency-format-val/743/46740d83e1aadc0e4bf84e0a0e6ccd3bd6dd9bf4.jpeg,prison,sliding_door,799
134,imagenetv2-matched-frequency-format-val/743/1f97d1d919b7d5cd8a212aca2fffbd4d5a76a07b.jpeg,prison,shoji,789
135,imagenetv2-matched-frequency-format-val/743/726f0911e11dd9b8fa43699eb6db010820674d7a.jpeg,prison,worm_fence,912
136,imagenetv2-matched-frequency-format-val/743/16f8fb8649fa99cc11a95e0ffe02e4e4d5537c31.jpeg,prison,chainlink_fence,489
137,imagenetv2-matched-frequency-format-val/260/f94da5b285efb0d51f7ec1227b52f13b3c17bd4c.jpeg,chow,Newfoundland,256
138,imagenetv2-matched-frequency-format-val/260/c018bcef91653ca8f5d0ee9ed6a343fbb9012f74.jpeg,chow,Great_Pyrenees,257
139,imagenetv2-matched-frequency-format-val/260/65a0af59e32cec25cae780fa1f88a48fb43e3bbb.jpeg,chow,Samoyed,258
140,imagenetv2-matched-frequency-format-val/260/70d4e3da0e8e4471700586f10e0daebab1838ba2.jpeg,chow,Samoyed,258
141,imagenetv2-matched-frequency-format-val/260/be094f72e02ac284ce33b6ba4ba318d47975c205.jpeg,chow,barrow,428
142,imagenetv2-matched-frequency-format-val/435/d6b0ea5befaeca86f126d623cae8dbedb64c4843.jpeg,bathtub,tub,876
143,imagenetv2-matched-frequency-format-val/435/e7321bc0d05f1cc6df44c2b510a92567bf6107ff.jpeg,bathtub,maillot,639
144,imagenetv2-matched-frequency-format-val/435/1231e05431db87f92baf3ed5d05539fd7dd5858d.jpeg,bathtub,tub,876
145,imagenetv2-matched-frequency-format-val/435/7f8106b4f7818233b2d951f618a1ad94526d7e38.jpeg,bathtub,tub,876
146,imagenetv2-matched-frequency-format-val/435/2b1d5b408f131aa85d465e4c5133ab52d9138333.jpeg,bathtub,tub,876
147,imagenetv2-matched-frequency-format-val/435/e0ed3b2e24d257fc0ddd20914cb25a138bbe6526.jpeg,bathtub,tub,876
148,imagenetv2-matched-frequency-format-val/435/1207df0f5beb4ff2352cb34f5c17e63eeb6d7f4c.jpeg,bathtub,jersey,610
149,imagenetv2-matched-frequency-format-val/417/56da0917038ba101f5d1b7e76ae0c734e7c500ed.jpeg,balloon,valley,979
150,imagenetv2-matched-frequency-format-val/982/e213a7e7b0a656933a0a8eff3487c89edc00c86f.jpeg,groom,lipstick,629
151,imagenetv2-matched-frequency-format-val/982/07955c169a08da0c69252500069cb0330ebb523e.jpeg,groom,bow_tie,457
152,imagenetv2-matched-frequency-format-val/982/c80098b14b97e317e81e1dcf96d01e588518e1d2.jpeg,groom,golfcart,575
153,imagenetv2-matched-frequency-format-val/982/b4be54f6ab74674f2048b62d80c20d7324be63f2.jpeg,groom,convertible,511
154,imagenetv2-matched-frequency-format-val/982/7e4b05a0ccdcf49c3c991a5452168623352e1843.jpeg,groom,throne,857
155,imagenetv2-matched-frequency-format-val/982/bff693341e94022b6686b2098278c9acbac2d185.jpeg,groom,bobsled,450
156,imagenetv2-matched-frequency-format-val/982/8a362f04e6a328a79d34ecaf57fb31c494fbca39.jpeg,groom,mask,643
157,imagenetv2-matched-frequency-format-val/982/b358642aa0284b9eed3a42f9a77aed8e23461ffc.jpeg,groom,bow_tie,457
158,imagenetv2-matched-frequency-format-val/982/bd8d8dacfcc49a49e591cc4290cf739b48d19755.jpeg,groom,bell_cote,442
159,imagenetv2-matched-frequency-format-val/740/8de34944b9a17f0a207b7c9e0c035d4de7b94eb5.jpeg,power_drill,thresher,856
160,imagenetv2-matched-frequency-format-val/740/0e01f7105c6818f859f598734a5246de153b986c.jpeg,power_drill,reel,758
161,imagenetv2-matched-frequency-format-val/740/0dd461d815fd286f57047afe84c766201c0faf01.jpeg,power_drill,sewing_machine,786
162,imagenetv2-matched-frequency-format-val/740/c3329df5859eed95cf1d08b0755f928f11752c1a.jpeg,power_drill,lumbermill,634
163,imagenetv2-matched-frequency-format-val/356/fc4cf4652453456a5e8b4c65d01c25d6792d8c98.jpeg,weasel,lesser_panda,387
164,imagenetv2-matched-frequency-format-val/356/5f90b551df23238db18b23fed5065a392ae45f7b.jpeg,weasel,grey_fox,280
165,imagenetv2-matched-frequency-format-val/356/991fcfbf753cd482479b874aaa99da24e798ef43.jpeg,weasel,polecat,358
166,imagenetv2-matched-frequency-format-val/356/0da57934fe1db8352e6f3d3bcb93cfcbd3d91b69.jpeg,weasel,lesser_panda,387
167,imagenetv2-matched-frequency-format-val/356/6b74cb1a00325bf8b55fd43818f2e2b0c79b4352.jpeg,weasel,polecat,358
168,imagenetv2-matched-frequency-format-val/356/c069c3566e22db8d4d02d5fb11ec10435200504e.jpeg,weasel,lesser_panda,387
169,imagenetv2-matched-frequency-format-val/854/5c1f10d2c72792e5419808519eee732b6b3ce7e6.jpeg,theater_curtain,cinema,498
170,imagenetv2-matched-frequency-format-val/854/785f5b0bdcceee35889a76af631e00366a8bc308.jpeg,theater_curtain,altar,406
171,imagenetv2-matched-frequency-format-val/854/97054c191a70c44e2450595c9ab444c08780a773.jpeg,theater_curtain,cinema,498
172,imagenetv2-matched-frequency-format-val/641/947bbbc15881c17f3766bd67dce16b0a80d266a8.jpeg,maraca,stage,819
173,imagenetv2-matched-frequency-format-val/641/77ec71ceb0d8d355483d81ff61f3481ed6de2155.jpeg,maraca,ocarina,684
174,imagenetv2-matched-frequency-format-val/641/738b35b362afe1b3a943a0f97a1b04ff3fbaca48.jpeg,maraca,spindle,816
175,imagenetv2-matched-frequency-format-val/641/850144a15b7ef5254d4e7ec4e046887296916283.jpeg,maraca,hen-of-the-woods,996
176,imagenetv2-matched-frequency-format-val/641/af4fd67d6354846628cc7cf749385dac3cc50b97.jpeg,maraca,sombrero,808
177,imagenetv2-matched-frequency-format-val/112/bea38e663ebf73bc04f050398a5f6ee0f137776d.jpeg,conch,bullfrog,30
178,imagenetv2-matched-frequency-format-val/112/6ccd9202183e59389fe3127ec276fdb2d097c347.jpeg,conch,parallel_bars,702
179,imagenetv2-matched-frequency-format-val/112/bdae66b834378152c36d0c71aa59d6e6849450fd.jpeg,conch,starfish,327
180,imagenetv2-matched-frequency-format-val/810/9dea0b6129145b20cbb942f520237859c647472b.jpeg,space_bar,computer_keyboard,508
181,imagenetv2-matched-frequency-format-val/810/bfc310dce4b2c0d1f06f763187ab9be33a75b201.jpeg,space_bar,typewriter_keyboard,878
182,imagenetv2-matched-frequency-format-val/810/b500cf97258358ba59a4534fda63267a3ef72ac7.jpeg,space_bar,notebook,681
183,imagenetv2-matched-frequency-format-val/810/5a02fc5d3ce6b2043824ff4edccc3704089cd912.jpeg,space_bar,iPod,605
184,imagenetv2-matched-frequency-format-val/810/88319550f8d2440c20fd3c1acf5a7ce0a78cd3c5.jpeg,space_bar,waffle_iron,891
185,imagenetv2-matched-frequency-format-val/810/3532ec245d2492d212910dd120aaba0bdef5f578.jpeg,space_bar,notebook,681
186,imagenetv2-matched-frequency-format-val/810/914b3771e2fdca943ed7d09c8d8fc9e2a6f5e0ef.jpeg,space_bar,computer_keyboard,508
187,imagenetv2-matched-frequency-format-val/860/5366eb72fa1f3a7d3f73d841eb6f1f82df93c439.jpeg,tobacco_shop,medicine_chest,648
188,imagenetv2-matched-frequency-format-val/860/ce99164e7b281554b6ff0b8cfab54d4be492170c.jpeg,tobacco_shop,confectionery,509
189,imagenetv2-matched-frequency-format-val/860/50fe0026bed8a26e47269b764f462112fb7464f3.jpeg,tobacco_shop,bakery,415
190,imagenetv2-matched-frequency-format-val/594/9ca838a08e42d2e5c1915a9afaadce99262fa5b2.jpeg,harp,maypole,645
191,imagenetv2-matched-frequency-format-val/266/5f7cf8835c86c6ea0654a9d54a6c405f26cd257d.jpeg,miniature_poodle,Angora,332
192,imagenetv2-matched-frequency-format-val/266/004e0e4c2f7dddcb6cee6f3749af790866cb8c64.jpeg,miniature_poodle,toy_poodle,265
193,imagenetv2-matched-frequency-format-val/266/49a823a33edf0e3436cc776f60fd1447497ee972.jpeg,miniature_poodle,Bedlington_terrier,181
194,imagenetv2-matched-frequency-format-val/266/38851f29388bdddeb02e3a4b7379b7398d3323ad.jpeg,miniature_poodle,standard_poodle,267
195,imagenetv2-matched-frequency-format-val/266/3a7070fc43364c9a8de9198b8c43b9d4d8747183.jpeg,miniature_poodle,Lakeland_terrier,189
196,imagenetv2-matched-frequency-format-val/565/e6deafc0a6268318077a565c5fffe0d18e568f53.jpeg,freight_car,electric_locomotive,547
197,imagenetv2-matched-frequency-format-val/565/c6d77d29bac0b569cd09b934de1e0c7723eaacff.jpeg,freight_car,electric_locomotive,547
198,imagenetv2-matched-frequency-format-val/849/0a98686b76c6616c0fd56ede04a67f6b80f2fbf7.jpeg,teapot,washer,897
199,imagenetv2-matched-frequency-format-val/849/f37ff816e7f4337944699aa5e181e7e8c8e96b78.jpeg,teapot,thimble,855
200,imagenetv2-matched-frequency-format-val/849/49218da1049d0e5f8654720afb9c3b4f5c55408f.jpeg,teapot,caldron,469
201,imagenetv2-matched-frequency-format-val/849/c506894948798e8bbe394466f0c1215cc4027ce1.jpeg,teapot,cup,968
202,imagenetv2-matched-frequency-format-val/701/97f8bb0041b4ec0711b081604f7bea49a4134dbc.jpeg,parachute,pedestal,708
203,imagenetv2-matched-frequency-format-val/701/a96f2f1197c13f0130dd9b35bb0c7afb16582091.jpeg,parachute,wing,908
204,imagenetv2-matched-frequency-format-val/51/9f418c4d4245cbaf1ccef92424158149fbf3c83c.jpeg,triceratops,totem_pole,863
205,imagenetv2-matched-frequency-format-val/51/57fb12fbe27dab726ca35b8cd5f2bfdc8d089191.jpeg,triceratops,teddy,850
206,imagenetv2-matched-frequency-format-val/67/a8c2c43f5c0840989a96be58601d799bb949ae5f.jpeg,diamondback,night_snake,60
207,imagenetv2-matched-frequency-format-val/67/6df1dd4eacbe1b479c0f63ffecc3987cb804d5b9.jpeg,diamondback,park_bench,703
